x,y,u1,u2,p
0.04,0.91,-0.0411755,0.18485,-2.1269
0.04,0.92,-0.0182789,0.171265,-2.10434
0.04,0.93,0.0182571,0.159125,-2.08179
0.04,0.94,0.0684324,0.148432,-2.05923
0.04,0.95,0.123694,0.123693,-2.31346
0.04,0.96,0.218955,0.0989547,-2.56768
0.04,0.97,0.354216,0.074216,-2.8219
0.04,0.98,0.529477,0.0494774,-3.07613
0.04,0.99,0.744739,0.0247387,-3.33035
0.04,1,1,2.74655e-17,-3.58457
0.05,0,1.61297e-34,2.53552e-33,-0.0399326
0.05,0.01,2.66576e-05,-0.000149221,-0.0390633
