x,y,u1,u2,p
0.03,0.17,-0.000804068,0.00390584,-0.0221464
0.03,0.18,-0.00089635,0.00444458,-0.0207472
0.03,0.19,-0.000988633,0.00498333,-0.019348
0.03,0.2,-0.00108091,0.00552207,-0.0179489
0.03,0.21,-0.00107161,0.00615949,-0.0186262
0.03,0.22,-0.00106341,0.00688597,-0.0193035
0.03,0.23,-0.0010563,0.00770151,-0.0199809
0.03,0.24,-0.00114976,0.00858527,-0.0196561
0.03,0.25,-0.00124321,0.00946903,-0.0193314
0.03,0.26,-0.00133666,0.0103528,-0.0190067
0.03,0.27,-0.00143012,0.0112366,-0.0186819
0.03,0.28,-0.00152357,0.0121203,-0.0183572
0.03,0.29,-0.00161702,0.0130041,-0.0180324
0.03,0.3,-0.00171048,0.0138879,-0.0177077
0.03,0.31,-0.00169639,0.0149388,-0.0201873
0.03,0.32,-0.00168903,0.0160924,-0.022667
0.03,0.33,-0.0016884,0.0173486,-0.0251466
0.03,0.34,-0.00180422,0.0186254,-0.0265782
0.03,0.35,-0.00192003,0.0199022,-0.0280097
0.03,0.36,-0.00203584,0.0211791,-0.0294413
0.03,0.37,-0.00215165,0.0224559,-0.0308729
0.03,0.38,-0.00226746,0.0237327,-0.0323045
0.03,0.39,-0.00238327,0.0250096,-0.033736
0.03,0.4,-0.00249908,0.0262864,-0.0351676
0.03,0.41,-0.00247036,0.0278413,-0.040595
0.03,0.42,-0.00244394,0.0295088,-0.0460225
0.03,0.43,-0.00241984,0.0312889,-0.0514499
0.03,0.44,-0.00256186,0.0330655,-0.0553118
0.03,0.45,-0.00270388,0.0348421,-0.0591738
0.03,0.46,-0.0028459,0.0366187,-0.0630357
0.03,0.47,-0.00298792,0.0383953,-0.0668976
0.03,0.48,-0.00312994,0.0401719,-0.0707596
0.03,0.49,-0.00327197,0.0419486,-0.0746215
0.03,0.5,-0.00341399,0.0437252,-0.0784834
0.03,0.51,-0.0035654,0.046186,-0.0888027
0.03,0.52,-0.00369682,0.0487198,-0.099122
0.03,0.53,-0.00380824,0.0513263,-0.109441
0.03,0.54,-0.00404383,0.0536248,-0.119047
0.03,0.55,-0.00427942,0.0559232,-0.128653
0.03,0.56,-0.00451501,0.0582216,-0.138259
0.03,0.57,-0.00475059,0.06052,-0.147864
0.03,0.58,-0.00498618,0.0628184,-0.15747
0.03,0.59,-0.00522177,0.0651169,-0.167076
0.03,0.6,-0.00545736,0.0674153,-0.176682
0.03,0.61,-0.0059196,0.0709321,-0.193171
0.03,0.62,-0.00633661,0.074574,-0.20966
0.03,0.63,-0.0067084,0.0783411,-0.226149
0.03,0.64,-0.00678723,0.0816231,-0.245306
0.03,0.65,-0.00686606,0.0849051,-0.264464
0.03,0.66,-0.00694489,0.0881871,-0.283622
0.03,0.67,-0.00702371,0.0914691,-0.30278
0.03,0.68,-0.00710254,0.0947512,-0.321937
0.03,0.69,-0.00718137,0.0980332,-0.341095
0.03,0.7,-0.0072602,0.101315,-0.360253
0.03,0.71,-0.00577297,0.105717,-0.399462
0.03,0.72,-0.00389915,0.109576,-0.438671
0.03,0.73,-0.00163876,0.112892,-0.47788
0.03,0.74,-0.00167039,0.11682,-0.490971
0.03,0.75,-0.00170203,0.120748,-0.504062
0.03,0.76,-0.00173367,0.124676,-0.517153
0.03,0.77,-0.00176531,0.128604,-0.530245
0.03,0.78,-0.00179695,0.132532,-0.543336
0.03,0.79,-0.00182859,0.136459,-0.556427
0.03,0.8,-0.00186023,0.140387,-0.569519
0.03,0.81,-0.0200732,0.163409,-0.627107
0.03,0.82,-0.0361754,0.183529,-0.684696
0.03,0.83,-0.0501667,0.200747,-0.742285
0.03,0.84,-0.0495413,0.195357,-0.962263
0.03,0.85,-0.048916,0.189967,-1.18224
0.03,0.86,-0.0482906,0.184578,-1.40222
0.03,0.87,-0.0476652,0.179188,-1.6222
0.03,0.88,-0.0470399,0.173798,-1.84217
0.03,0.89,-0.0464145,0.168409,-2.06215
